run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
2208,5662,1290,203843,Beşiktaş - 10189,Sporting CP (lisbon) v Sheriff (tiraspol) - 3264.0
2209,5156,1157,185621,Olympiacos - 9966,Fenerbahçe (istanbul) v Celtic (glasgow) - 2912.0
2210,5333,1233,191982,Fenerbahçe - 11174,Manchester City (manchester) v APOEL (nicosia) - 3431.0
2211,5405,1222,194566,Qarabağ - 15823,Real Sociedad (san sebastián) v Qarabağ (baku) - 4239.0
2212,5431,1211,195514,Bodø/Glimt - 11334,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
2213,5445,1230,196036,Bodø/Glimt - 11586,Sporting CP (lisbon) v Bodø/Glimt (bodø) - 3495.0
2214,5245,1168,188812,Dynamo Kyiv - 9420,Sevilla (seville) v Dynamo Kyiv (bucharest) - 2788.0
2215,5361,1210,193013,Benfica - 9004,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
2216,6014,1358,216516,Maccabi Haifa - 13958,Maccabi Haifa (haifa) v Sporting CP (lisbon) - 3997.0
2217,5285,1176,190247,Fenerbahçe - 10559,Fenerbahçe (istanbul) v Celtic (glasgow) - 2912.0
2218,5787,1321,208319,Dila - 14652,Atlético de Madrid (madrid) v Dila (gori) - 3952.0
2219,5410,1231,194755,Qarabağ - 13684,Braga (braga) v Qarabağ (baku) - 4804.0
2220,5276,1191,189921,Galatasaray - 9639,Galatasaray (istanbul) v Shamrock Rovers (dublin) - 2955.0
2221,5447,1216,196105,Galatasaray - 10820,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
2222,5135,1162,184862,Galatasaray - 12035,Galatasaray (istanbul) v Braga (braga) - 3103.0
2223,5162,1162,185847,Fenerbahçe - 10678,Braga (braga) v Galatasaray (istanbul) - 3103.0
2224,5464,1232,196695,Maccabi Haifa - 12857,Benfica (lisbon) v Maccabi Haifa (haifa) - 3997.0
2225,4845,1097,174427,BATE Borisov - 8049,Atlético de Madrid (madrid) v BATE Borisov (borisov) - 2834.0
2226,5215,1176,187736,Flora Tallinn - 10915,Braga (braga) v Flora Tallinn (tallinn) - 3023.0
2227,5569,1244,200484,Qarabağ - 12607,Chelsea (london) v Qarabağ (baku) - 3974.0
2228,5659,1275,203741,APOEL - 13315,Rangers (glasgow) v APOEL (nicosia) - 3652.0
2229,4990,1128,179627,APOEL - 11204,Manchester United (manchester) v APOEL (nicosia) - 3431.0
2230,5520,1236,198732,Real Betis - 10467,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
2231,5357,1215,192856,AEK Larnaca - 13203,Rangers (glasgow) v AEK Larnaca (larnaca) - 3690.0
2232,5435,1212,195667,Maccabi Haifa - 16041,Benfica (lisbon) v Maccabi Haifa (haifa) - 3997.0
2233,4857,1092,174851,Sporting CP - 8946,Manchester United (manchester) v Fenerbahçe (istanbul) - 2703.0
2234,5301,1187,190846,Real Betis - 11871,Benfica (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
2235,5670,1290,204136,BATE Borisov - 10494,Sevilla (seville) v BATE Borisov (borisov) - 3212.0
2236,4962,1140,178640,Bodø/Glimt - 10762,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
2237,4919,1105,177076,Olympiacos - 9193,Olympiacos (piraeus) v Manchester United (manchester) - 2624.0
2238,4344,975,156392,Sevilla - 7710,Crvena zvezda (belgrade) v Sevilla (seville) - 2350.0
2239,4937,1114,177734,Fenerbahçe - 9666,Real Betis (seville) v Fenerbahçe (istanbul) - 3019.0
2240,4928,1110,177406,Olympiacos - 9506,FCSB (bucharest) v Sporting CP (lisbon) - 2975.0
2241,5189,1170,186792,Sevilla - 8700,Sevilla (seville) v CSKA-Sofia (sofia) - 2550.0
2242,5238,1175,188566,Benfica - 8339,Sevilla (seville) v CSKA-Sofia (sofia) - 2550.0
2243,4924,1103,177276,Olympiacos - 10060,Sevilla (seville) v Copenhagen (copenhagen) - 2463.0
2244,5042,1139,181503,Adana Demirspor - 10958,Celtic (glasgow) v Adana Demirspor (adana) - 3612.0
2245,5467,1242,196821,Qarabağ - 13928,Osasuna (pamplona) v Qarabağ (baku) - 4227.0
2246,5077,1143,182759,Sheriff - 8145,Atlético de Madrid (madrid) v Sheriff (tiraspol) - 2763.0
2247,6093,1372,219351,APOEL - 17294,Qarabağ (baku) v Manchester City (manchester) - 4112.0
2248,5612,1274,202045,Adana Demirspor - 12496,Sevilla (seville) v Adana Demirspor (adana) - 3629.0
2249,4961,1109,178595,Sevilla - 9193,Atlético de Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
2250,6069,1352,218472,APOEL - 14985,APOEL (nicosia) v Benfica (lisbon) - 3765.0
2251,5002,1136,180067,AEK Larnaca - 12083,AEK Larnaca (larnaca) v FC Porto (porto) - 3727.0
2252,5068,1157,182458,Olympiacos - 7783,Čukarički (belgrade) v Sporting CP (lisbon) - 2530.0
2253,5292,1195,190509,Benfica - 9448,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
2254,5029,1122,181040,Sevilla - 9790,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
2255,4975,1115,179090,Olympiacos - 9213,Aberdeen (aberdeen) v Olympiacos (piraeus) - 2844.0
2256,5473,1247,197028,Pyunik - 12609,Pyunik (yerevan) v Rennes (rennes) - 3730.0
2257,4818,1085,173431,BATE Borisov - 8597,Levadia (tallinn) v Osasuna (pamplona) - 2577.0
2258,5227,1170,188166,Sevilla - 8829,Benfica (lisbon) v KÍ Klaksvík (klaksvík) - 2619.0
2259,5887,1330,211916,Neftçi - 12947,Neftçi (baku) v Brighton (brighton) - 3980.0
2260,5396,1194,194249,H. Beer Sheva - 17649,Linfield (belfast) v H. Beer Sheva (beer sheva) - 4118.0
2261,6003,1359,216117,Qarabağ - 14597,Sporting CP (lisbon) v Qarabağ (baku) - 4968.0
2262,5575,1249,200714,H. Beer Sheva - 16412,H. Beer Sheva (beer sheva) v Benfica (lisbon) - 4047.0
2263,5122,1151,184379,Bodø/Glimt - 12238,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
2264,5294,1199,190576,CSKA-Sofia - 9582,Benfica (lisbon) v Olympiacos (piraeus) - 2849.0
2265,4652,1044,167477,Sevilla - 9117,Olympiacos (piraeus) v Manchester United (manchester) - 2624.0
2266,5195,1173,187017,Fenerbahçe - 9955,Fenerbahçe (istanbul) v Hearts (edinburgh) - 2854.0
2267,6089,1382,219192,Qarabağ - 14387,Villarreal (villarreal) v Qarabağ (baku) - 4189.0
2268,5413,1230,194855,Sevilla - 8650,Dinamo Minsk (minsk) v Sevilla (seville) - 3143.0
2269,4780,1081,172071,Sevilla - 8801,Lech Poznań (poznań) v Sporting CP (lisbon) - 2511.0
2270,5381,1222,193700,Víkingur Reykjavík - 10311,Crvena zvezda (belgrade) v Víkingur Reykjavík (reykjavík) - 3374.0
2271,6036,1351,217306,Qarabağ - 15537,Villarreal (villarreal) v Qarabağ (baku) - 4189.0
2272,5913,1329,212877,Olympiacos - 11695,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
2273,5419,1222,195091,Bodø/Glimt - 9867,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
2274,6186,1378,222681,Atlético de Madrid - 11426,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
2275,5056,1126,182002,Olympiacos - 11869,Celtic (glasgow) v Olympiacos (piraeus) - 2872.0
2276,5291,1200,190485,Galatasaray - 8986,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
2277,5423,1218,195239,Fenerbahçe - 11486,Real Betis (seville) v Levadia (tallinn) - 3283.0
2278,5615,1277,202139,Qarabağ - 15023,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
2279,5278,1196,190024,Real Betis - 10137,Real Madrid (madrid) v Sheriff (tiraspol) - 2763.0
2280,5231,1169,188306,Olympiacos - 9735,Manchester United (manchester) v Fenerbahçe (istanbul) - 2703.0
2281,5403,1225,194519,H. Beer Sheva - 12200,APOEL (nicosia) v Benfica (lisbon) - 3765.0
2282,5432,1219,195545,Napoli - 9771,Atlético de Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
2283,5120,1180,184302,Maccabi Haifa - 10524,Manchester City (manchester) v Maccabi Haifa (haifa) - 3728.0
2284,5343,1200,192349,Braga - 10080,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
2285,5401,1225,194439,Qarabağ - 13741,Qarabağ (baku) v Club Brugge (bruges) - 3742.0
2286,4750,1072,171007,Olympiacos - 9199,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
2287,6110,1381,213844,Qarabağ - 16032,Qarabağ (baku) v Benfica (lisbon) - 4968.0
2288,5378,1195,193623,Fenerbahçe - 9465,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
2289,5030,1126,181079,Benfica - 9688,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
2290,4950,1107,178192,Sevilla - 9344,BATE Borisov (borisov) v Sevilla (seville) - 3212.0
2291,5044,1146,181601,Flora Tallinn - 8635,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
2292,5137,1147,184918,Ludogorets - 9212,FC Porto (porto) v Ludogorets (razgrad) - 2878.0
2293,5184,1159,186637,Galatasaray - 10704,Riga (riga) v Sevilla (seville) - 3101.0
2294,5182,1164,186565,Olympiacos - 9808,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
2295,5437,1221,195718,Real Betis - 10414,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
2296,5965,1334,214749,APOEL - 15904,Benfica (lisbon) v APOEL (nicosia) - 3765.0
2297,5359,1210,192908,Fenerbahçe - 12796,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
2298,5504,1246,198144,Qarabağ - 15099,Rangers (glasgow) v Qarabağ (baku) - 4240.0
2299,4850,1096,174610,Sevilla - 9671,Barcelona (barcelona) v Flora Tallinn (tallinn) - 2541.0
2300,4909,1116,176734,H. Beer Sheva - 13476,Sporting CP (lisbon) v H. Beer Sheva (beer sheva) - 4047.0
2301,5408,1208,194688,Real Betis - 10577,Atlético de Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
2302,5789,1313,208404,Maccabi Haifa - 13885,Celtic (glasgow) v Maccabi Haifa (haifa) - 3952.0
2303,5141,1172,185061,Braga - 9020,Braga (braga) v Galatasaray (istanbul) - 3103.0
2304,4870,1096,175315,Fenerbahçe - 8995,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
2305,5581,1260,200925,Maccabi Haifa - 15846,Atlético de Madrid (madrid) v Maccabi Haifa (haifa) - 3526.0
2306,5566,1268,200367,Sevilla - 9515,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
2307,4492,1008,161707,Crvena zvezda - 7953,Sevilla (seville) v CFR Cluj (cluj-napoca) - 2636.0
2308,5392,1231,194108,Fenerbahçe - 10040,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
2309,5453,1236,196294,APOEL - 11719,Newcastle (newcastle upon tyne) v APOEL (nicosia) - 3462.0
2310,5749,1285,206948,Qarabağ - 19772,Sevilla (seville) v Qarabağ (baku) - 4767.0
2311,5657,1278,203655,Maccabi Haifa - 13358,Celtic (glasgow) v Maccabi Haifa (haifa) - 3952.0
2312,5742,1288,206720,Qarabağ - 15295,Celtic (glasgow) v Qarabağ (baku) - 4240.0
2313,4719,1065,169876,FC Porto - 9199,Sheriff (tiraspol) v FC Porto (porto) - 3102.0
2314,5216,1173,187773,Sevilla - 9356,Sevilla (seville) v BATE Borisov (borisov) - 3212.0
2315,5445,1246,196018,Bodø/Glimt - 8150,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
2316,5837,1302,210147,Bodø/Glimt - 12002,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
2317,5254,1192,183907,Fenerbahçe - 13201,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
2318,5332,1204,191948,Víkingur Reykjavík - 10213,Víkingur Reykjavík (reykjavík) v Barcelona (barcelona) - 2960.0
2319,5704,1292,205335,Qarabağ - 15333,Sevilla (seville) v Qarabağ (baku) - 4767.0
2320,5452,1226,196280,Benfica - 9804,Maccabi Haifa (haifa) v Real Betis (seville) - 3733.0
2321,5132,1158,184762,Bodø/Glimt - 9319,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
2322,4962,1098,178626,Fenerbahçe - 13529,Real Betis (seville) v Fenerbahçe (istanbul) - 3019.0
2323,5604,1260,201739,Maccabi Haifa - 11683,Liverpool (liverpool) v Maccabi Haifa (haifa) - 3772.0
2324,6122,1407,220402,H. Beer Sheva - 12049,Liverpool (liverpool) v H. Beer Sheva (beer sheva) - 3890.0
2325,4951,1112,178222,Manchester City - 8854,FCSB (bucharest) v Benfica (lisbon) - 2975.0
2326,5199,1184,187177,H. Beer Sheva - 11629,H. Beer Sheva (beer sheva) v Manchester United (manchester) - 3848.0
2327,6163,1401,221885,H. Beer Sheva - 15396,Sporting CP (lisbon) v H. Beer Sheva (beer sheva) - 4047.0
2328,5496,1247,197865,Fenerbahçe - 10909,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
2329,5574,1256,200648,H. Beer Sheva - 15241,FC Porto (porto) v H. Beer Sheva (beer sheva) - 4001.0
2330,4839,1080,174219,Fenerbahçe - 11050,Fenerbahçe (istanbul) v Celtic (glasgow) - 2912.0
2331,5016,1137,180591,Sevilla - 9275,Dynamo Kyiv (bucharest) v Rangers (glasgow) - 2480.0
2332,5378,1204,193612,Fenerbahçe - 12918,KÍ Klaksvík (klaksvík) v Fenerbahçe (istanbul) - 3329.0
2333,4824,1078,173680,Real Betis - 9133,Galatasaray (istanbul) v Manchester United (manchester) - 2703.0
2334,5121,1158,184341,Sevilla - 11079,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
2335,5492,1226,197719,Dinamo Tbilisi - 16586,Sevilla (seville) v Dinamo Tbilisi (tbilisi) - 4317.0
2336,5063,1149,182280,Galatasaray - 10674,FC Porto (porto) v Galatasaray (istanbul) - 3126.0
2337,5479,1248,197232,Sevilla - 9176,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
2338,5338,1215,192185,H. Beer Sheva - 14407,Shamrock Rovers (dublin) v H. Beer Sheva (beer sheva) - 4088.0
2339,5401,1237,194420,Maccabi Haifa - 13364,Real Betis (seville) v Maccabi Haifa (haifa) - 3733.0
2340,5462,1232,196643,Maccabi Haifa - 14016,Braga (braga) v Maccabi Haifa (haifa) - 3925.0
2341,5453,1234,196307,Maccabi Haifa - 14016,Braga (braga) v Maccabi Haifa (haifa) - 3925.0
2342,6217,1414,223799,Neftçi - 18746,Sevilla (seville) v Neftçi (baku) - 4767.0
2343,5718,1296,205856,Sporting CP - 11335,Aris Limassol (limassol) v Sporting CP (lisbon) - 3751.0
2344,6287,1421,226341,Maccabi Haifa - 14292,Maccabi Haifa (haifa) v Rangers (glasgow) - 3952.0
2345,5506,1236,198223,H. Beer Sheva - 15456,FC Porto (porto) v H. Beer Sheva (beer sheva) - 4001.0
2346,5740,1280,206636,Bodø/Glimt - 10268,Benfica (lisbon) v Bodø/Glimt (bodø) - 3495.0
2347,5607,1268,201857,H. Beer Sheva - 13355,Liverpool (liverpool) v H. Beer Sheva (beer sheva) - 3890.0
2348,5373,1211,193426,Liverpool - 8401,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
2349,4705,1066,169365,Olympiacos - 12050,FC Porto (porto) v Olympiacos (piraeus) - 2776.0
2350,5212,1188,187621,Maccabi Haifa - 11987,Sporting CP (lisbon) v Maccabi Haifa (haifa) - 3997.0
2351,5153,1161,185519,APOEL - 11409,APOEL (nicosia) v Benfica (lisbon) - 3765.0
2352,5454,1246,196334,APOEL - 13275,KÍ Klaksvík (klaksvík) v APOEL (nicosia) - 4082.0
2353,5398,1225,194315,Dinamo Tbilisi - 14198,Sevilla (seville) v Dinamo Tbilisi (tbilisi) - 4317.0
2354,5378,1212,193603,Crvena zvezda - 9152,Sevilla (seville) v Beşiktaş (istanbul) - 3019.0
2355,5198,1158,187142,Fenerbahçe - 11828,Fenerbahçe (istanbul) v Sporting CP (lisbon) - 3237.0
2356,5406,1206,194631,H. Beer Sheva - 17737,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
2357,5386,1219,193907,Bodø/Glimt - 9257,Bodø/Glimt (bodø) v Roma (rome) - 2824.0
2358,4775,1077,171896,Crvena zvezda - 8514,Olympiacos (piraeus) v Sevilla (seville) - 2602.0
2359,5779,1316,208059,H. Beer Sheva - 14434,H. Beer Sheva (beer sheva) v Rangers (glasgow) - 4078.0
2360,5231,1183,188304,Maccabi Haifa - 10130,Sevilla (seville) v Maccabi Haifa (haifa) - 3733.0
2361,5512,1243,198418,Olympiacos - 9705,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
2362,5606,1251,201809,Galatasaray - 13967,Braga (braga) v Bodø/Glimt (bodø) - 3178.0
2363,5452,1238,196259,Bodø/Glimt - 13176,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
2364,5164,1154,185905,Ludogorets - 10212,FC Porto (porto) v Ludogorets (razgrad) - 2878.0
2365,5450,1225,196210,APOEL - 11433,FC Porto (porto) v APOEL (nicosia) - 3694.0
2366,5548,1251,199746,Benfica - 9766,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
2367,5088,1146,183164,Benfica - 8694,Beşiktaş (istanbul) v Rangers (glasgow) - 2912.0
2368,5629,1289,202639,Sporting CP - 10280,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
2369,4738,1065,170562,Roma - 7880,Real Madrid (madrid) v CFR Cluj (cluj-napoca) - 2297.0
2370,5308,1186,191075,Bodø/Glimt - 12997,Atlético de Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
2371,5982,1357,215347,Neftçi - 14990,Sporting CP (lisbon) v Neftçi (baku) - 4968.0
2372,4863,1090,175060,Napoli - 9259,Real Madrid (madrid) v Fenerbahçe (istanbul) - 2739.0
2373,5370,1202,193329,Galatasaray - 10485,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
2374,5607,1271,201864,Qarabağ - 12984,Qarabağ (baku) v Manchester United (manchester) - 4112.0
2375,5320,1203,191510,FC Porto - 9562,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
2376,5452,1229,196271,Sporting CP - 9586,Riga (riga) v Sevilla (seville) - 3101.0
2377,5223,1178,188028,FC Porto - 8855,KÍ Klaksvík (klaksvík) v Sevilla (seville) - 2762.0
2378,5249,1177,188959,Beşiktaş - 10706,Liverpool (liverpool) v APOEL (nicosia) - 3475.0
2379,5093,1138,183336,Sporting CP - 9280,Benfica (lisbon) v Shkupi (skopje) - 2602.0
2380,5102,1153,183677,Fenerbahçe - 10677,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
2381,5172,1154,186181,Dynamo Kyiv - 9465,Real Madrid (madrid) v Dynamo Kyiv (bucharest) - 2473.0
2382,5573,1266,200628,Víkingur Reykjavík - 11029,Sheriff (tiraspol) v Víkingur Reykjavík (reykjavík) - 3632.0
2383,5628,1276,202614,Fenerbahçe - 12796,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
2384,5621,1255,202358,Adana Demirspor - 15131,Celtic (glasgow) v Adana Demirspor (adana) - 3612.0
2385,5602,1257,201678,H. Beer Sheva - 12454,Braga (braga) v H. Beer Sheva (beer sheva) - 3989.0
2386,5203,1183,187305,Galatasaray - 12763,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
2387,5335,1202,192071,Crvena zvezda - 9057,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
2388,5003,1126,180109,Sevilla - 9607,Fenerbahçe (istanbul) v Manchester United (manchester) - 2703.0
2389,4987,1135,179544,Galatasaray - 8732,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
2390,5239,1176,188587,Qarabağ - 18606,Real Sociedad (san sebastián) v Qarabağ (baku) - 4239.0
2391,5186,1163,186685,Qarabağ - 17617,Qarabağ (baku) v Celtic (glasgow) - 4240.0
2392,4815,1087,173333,Sevilla - 7156,Rangers (glasgow) v Napoli (naples) - 2144.0
2393,5261,1169,189404,Qarabağ - 19159,Benfica (lisbon) v Qarabağ (baku) - 4968.0
2394,5293,1189,190547,Fenerbahçe - 11893,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
2395,5327,1196,191756,Galatasaray - 11679,Olympiacos (piraeus) v Bodø/Glimt (bodø) - 3309.0
2396,4844,1095,174368,Benfica - 8961,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
2397,4759,1073,171335,Olympiacos - 10366,Celtic (glasgow) v Olympiacos (piraeus) - 2872.0
2398,6055,1361,217976,Qarabağ - 19849,FC Porto (porto) v Qarabağ (baku) - 4831.0
2399,5213,1170,187672,H. Beer Sheva - 15179,H. Beer Sheva (beer sheva) v Newcastle (newcastle upon tyne) - 3886.0
2400,5638,1269,202970,Maccabi Haifa - 11933,Maccabi Haifa (haifa) v Arsenal (london) - 3511.0
2401,4866,1084,175163,Sporting CP - 9936,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
2402,5502,1248,198068,H. Beer Sheva - 12898,Liverpool (liverpool) v H. Beer Sheva (beer sheva) - 3890.0
2403,5058,1146,182103,Olympiacos - 10092,Bodø/Glimt (bodø) v Olympiacos (piraeus) - 3309.0
2404,5040,1135,181447,Real Betis - 8024,Galatasaray (istanbul) v Aston Villa (birmingham) - 2630.0
2405,5934,1356,213638,H. Beer Sheva - 14376,FC Porto (porto) v H. Beer Sheva (beer sheva) - 4001.0
2406,5300,1199,190816,Rangers - 8649,Beşiktaş (istanbul) v Rangers (glasgow) - 2912.0
2407,4787,1085,172315,Bodø/Glimt - 10378,Real Madrid (madrid) v Flora Tallinn (tallinn) - 2893.0
2408,5183,1165,186571,Galatasaray - 10338,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
2409,5164,1173,185912,H. Beer Sheva - 13930,H. Beer Sheva (beer sheva) v FC Porto (porto) - 4001.0
2410,5243,1172,188751,Bodø/Glimt - 10324,Real Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
2411,5284,1194,190210,Fenerbahçe - 10269,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
2412,5014,1132,180506,Fenerbahçe - 10384,Ludogorets (razgrad) v Braga (braga) - 2852.0
2413,5691,1300,204886,Pyunik - 12966,Pyunik (yerevan) v Sevilla (seville) - 4329.0
2414,5847,1332,210477,Fenerbahçe - 9702,Real Betis (seville) v HJK (helsinki) - 3339.0
2415,5662,1290,203827,Ararat-Armenia - 13427,Ararat-Armenia (yerevan) v Celtic (glasgow) - 3919.0
2416,5490,1245,197636,Real Betis - 11087,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
2417,5113,1157,184070,Braga - 8712,Fenerbahçe (istanbul) v Rangers (glasgow) - 2912.0
2418,5430,1234,195474,Real Madrid - 8564,Real Betis (seville) v Galatasaray (istanbul) - 3019.0
2419,5892,1317,212123,Sevilla - 12207,Flora Tallinn (tallinn) v Sevilla (seville) - 3283.0
2420,5232,1175,188343,Maccabi Haifa - 11802,Maccabi Haifa (haifa) v Rangers (glasgow) - 3952.0
2421,6210,1410,223566,Ararat-Armenia - 13083,Ararat-Armenia (yerevan) v Lincoln Red Imps (gibraltar) - 4326.0
2422,5858,1309,210888,Neftçi - 11977,Neftçi (baku) v Manchester City (manchester) - 4112.0
2423,5248,1182,188932,Bodø/Glimt - 10825,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
2424,5473,1225,197029,Bodø/Glimt - 10520,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
2425,6109,1375,219933,Qarabağ - 19979,Sevilla (seville) v Qarabağ (baku) - 4767.0
2426,5859,1332,210923,Qarabağ - 15212,Sevilla (seville) v Qarabağ (baku) - 4767.0
2427,5205,1170,187393,Sevilla - 10279,Sporting CP (lisbon) v Beşiktaş (istanbul) - 3237.0
2428,5679,1290,204454,H. Beer Sheva - 13368,Arsenal (london) v H. Beer Sheva (beer sheva) - 3625.0
2429,5906,1318,212602,Qarabağ - 20156,Qarabağ (baku) v Real Madrid (madrid) - 4466.0
2430,5780,1294,208098,Qarabağ - 16088,Qarabağ (baku) v Celtic (glasgow) - 4240.0
2431,5401,1215,194446,Sporting CP - 10681,Fenerbahçe (istanbul) v Sporting CP (lisbon) - 3237.0
2432,4953,1112,178308,Bodø/Glimt - 11073,Braga (braga) v Bodø/Glimt (bodø) - 3178.0
2433,5070,1142,182508,APOEL - 10946,APOEL (nicosia) v Benfica (lisbon) - 3765.0
2434,5374,1222,193471,Bodø/Glimt - 10656,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
2435,5060,1154,182152,Bodø/Glimt - 8827,Bodø/Glimt (bodø) v FC Porto (porto) - 3224.0
2436,5059,1134,182135,Sevilla - 8600,Fenerbahçe (istanbul) v Arsenal (london) - 2501.0
2437,5807,1328,203231,Beşiktaş - 16606,Manchester City (manchester) v Neftçi (baku) - 4112.0
2438,5869,1339,211281,Qarabağ - 16206,FC Porto (porto) v Qarabağ (baku) - 4831.0
2439,5544,1255,199591,Qarabağ - 13281,Qarabağ (baku) v Sevilla (seville) - 4767.0
